unit,group,model,how,n,goals,logloss,brier,MCB,DSC,UNC,ICI,auc,cal_int,cal_slope,obs_exp
Serie A Women 2023/2024,women_club,GBM_LOC,none,3272,317,0.26329495554046545,0.07492690973301942,0.0013027987712937866,0.01387228357800091,0.08749639453972655,0.013964732499286215,0.7947338361436265,-0.09183604357949242,1.0988482075389208,0.9301513383123434
Serie A Women 2023/2024,women_club,GBM_LOC,recal,3272,317,0.26622736004114433,0.07543814017337332,0.0018140292116476803,0.01387228357800091,0.08749639453972655,0.022868650036542183,0.7947338361436265,-0.11803373574738944,1.3411548157923745,0.9075909702444404
Serie A Women 2023/2024,women_club,GBM_GEO,none,3272,317,0.2532523645196143,0.07242625203383586,0.0014185648563224962,0.01648870736221318,0.08749639453972655,0.014589604314528347,0.8140231762451493,0.07972449086375985,1.0358434636910192,1.0619864071297562
Serie A Women 2023/2024,women_club,GBM_GEO,recal,3272,317,0.25332508148884036,0.07234195468760266,0.0013342675100892903,0.01648870736221318,0.08749639453972655,0.015175261142773415,0.8140231762451493,-0.05984039257340705,1.0706356059077449,0.9557583990746321
UEFA Euro 2020,men_intl,GLM_LOC,none,973,99,0.2738800830860218,0.07744193360655269,0.003270198522773979,0.01722295125201538,0.09139468633579409,0.0210050244357339,0.7764949263805099,-0.05938381800805641,1.0178609874762308,0.9554605820028839
UEFA Euro 2020,men_intl,GLM_LOC,recal,973,99,0.2767665354375636,0.07846275689403513,0.0042910218102564235,0.01722295125201538,0.09139468633579409,0.02787966166964167,0.7764949263805099,-0.26033923575743156,0.9191746867002298,0.8260022433698331
UEFA Euro 2020,men_intl,GLM_GEO,none,973,99,0.26217947043011,0.07386489892608863,0.0027684304807947535,0.02029821789050021,0.09139468633579409,0.01708467732641166,0.7975290664077849,-0.0179823784234528,0.9646380162735819,0.9871048679752342
UEFA Euro 2020,men_intl,GLM_GEO,recal,973,99,0.268618852990335,0.07647972419760375,0.005383255752309871,0.02029821789050021,0.09139468633579409,0.02844177022266367,0.7975290664077849,-0.24688669578754863,0.762101001686246,0.8531950599152257
UEFA Euro 2020,men_intl,GBM_LOC,none,973,99,0.2745104135652133,0.07766393695376712,0.0034350182680760177,0.017165767650102984,0.09139468633579409,0.023768758232650306,0.776390911402353,-0.026038617470631065,1.0293525403779535,0.9799586693606618
UEFA Euro 2020,men_intl,GBM_LOC,recal,973,99,0.27772510577853443,0.07890555600051126,0.0046766373148201534,0.017165767650102984,0.09139468633579409,0.03086534110873244,0.776390911402353,-0.2342207754066811,0.8598768117053031,0.8443140093698631
UEFA Euro 2020,men_intl,GBM_GEO,none,973,99,0.26257594960415676,0.07410718087993458,0.0031198613031305916,0.020407366758990103,0.09139468633579409,0.016498939736605916,0.8013545061599981,-0.01107684647176938,0.9520207481883984,0.9920655949958347
UEFA Euro 2020,men_intl,GBM_GEO,recal,973,99,0.2674608754939157,0.07638423677454184,0.005396917197737855,0.020407366758990103,0.09139468633579409,0.02647645946080698,0.8013545061599981,-0.24667351736038656,0.8059768802709038,0.8508057749498068
UEFA Euro 2024,men_intl,GLM_LOC,none,1027,75,0.23096811939765796,0.061590451725887,0.002863273611283773,0.008967935985796018,0.06769511410039925,0.02415072283065911,0.7507422969187675,-0.28441088858880714,1.0117751811652833,0.7885071240841003
UEFA Euro 2024,men_intl,GLM_LOC,recal,1027,75,0.23632700355216704,0.06259009513114423,0.003862917016541005,0.008967935985796018,0.06769511410039925,0.033760483289326584,0.7507422969187675,-0.2913815454768991,1.6797086745096586,0.77217226418838
UEFA Euro 2024,men_intl,GLM_GEO,none,1027,75,0.21581324012654365,0.05871399817925278,0.0026133772448212814,0.011594493165967744,0.06769511410039925,0.019583049743959614,0.8005322128851542,-0.209457675050531,1.0294796257685939,0.8456820012769716
UEFA Euro 2024,men_intl,GLM_GEO,recal,1027,75,0.2220203473217555,0.05949508252109404,0.0033944615866625394,0.011594493165967744,0.06769511410039925,0.03384033390361868,0.8005322128851542,-0.28277239395716874,1.516821601870838,0.7838954059674579
UEFA Euro 2024,men_intl,GBM_LOC,none,1027,75,0.2294699269380091,0.061449587001868124,0.0033424566598674807,0.009587983758398602,0.06769511410039925,0.025132232431636,0.7604411764705883,-0.28979635034460255,1.0265132894887374,0.7855997021325817
UEFA Euro 2024,men_intl,GBM_LOC,recal,1027,75,0.2325294094972334,0.06184660521785542,0.003739474875854777,0.009587983758398602,0.06769511410039925,0.03135487472852619,0.7604411764705883,-0.28656358258504,1.440014317995684,0.7783182195203957
UEFA Euro 2024,men_intl,GBM_GEO,none,1027,75,0.21697960045353332,0.059225971488232484,0.0023942133612457964,0.010863355973412557,0.06769511410039925,0.01702173054132648,0.7994537815126049,-0.22609868964464724,0.9976111218613061,0.8359024524606486
UEFA Euro 2024,men_intl,GBM_GEO,recal,1027,75,0.22282892388364234,0.05970558787260917,0.0028738297456224818,0.010863355973412557,0.06769511410039925,0.03126308663326289,0.7994537815126049,-0.27797953848930385,1.5075470719407573,0.7868878264778864
