group,model,n,goals,logloss,brier,MCB,DSC,UNC,ICI,auc,cal_int,cal_slope,obs_exp,design,split
women_club,GBM_GEO,27452,2964,0.2749947678586014,0.07944506117706394,0.00035617977303593895,0.017223813618000183,0.09631269502202819,0.007136161645570344,0.8060519658531144,0.05095406059357536,0.9593193525611244,1.0377230824024883,loco,
women_club,statsbomb_xg,27452,2964,0.2772989087102261,0.07929934956897264,0.0005215986209810841,0.017534944074036635,0.09631269502202819,0.010560658578716582,0.7992496104291463,0.06916696512833409,1.0065634601181446,1.0526622882361156,loco,
women_intl,GLM_LOC,4521,428,0.2656051174645282,0.07546939998724428,0.0011976256999324114,0.011435266330873328,0.0857070406181852,0.014644082512202694,0.7810953736833572,-0.15980821589256755,0.9988224211656971,0.8826070387679886,loco,
women_intl,GLM_GEO,4521,428,0.2444176435395955,0.06929894981746279,0.0011022454675642807,0.017510336268286686,0.0857070406181852,0.010561903254985778,0.819726978588929,-0.013269145427377295,1.0457713187396451,0.9901702719401048,loco,
women_intl,GBM_LOC,4521,428,0.2641746512116166,0.07484364959296322,0.0012635378803293185,0.012126928905551296,0.0857070406181852,0.01544918151401674,0.7826643277444281,-0.1547877221897677,1.0185095536581614,0.8857245244391854,loco,
women_intl,GBM_GEO,4521,428,0.24171920300936123,0.06832467429029258,0.0011029494717653132,0.018485315799657925,0.0857070406181852,0.012987164683865121,0.8246961418058186,-0.030774496418835944,1.0686173610254628,0.9774679153426757,loco,
women_intl,statsbomb_xg,4521,428,0.24740215968352428,0.06974169211202616,0.0012804166977277293,0.017245765203886765,0.0857070406181852,0.013998935967145692,0.8158281405910707,0.0037806771214054266,1.1205091690574545,1.0028931349940269,loco,
all,GLM_LOC,77770,7797,0.2748912736422008,0.07842130041928093,0.00022663647304312085,0.012011004777286935,0.09020566872352474,0.0061563466716876404,0.7803131657731825,0.0014914899172657795,0.9912076230388881,1.0010359996381322,loco,
all,GLM_GEO,77770,7797,0.25960299380380597,0.07414188496225609,0.00019273854486363817,0.016256522306132296,0.09020566872352474,0.004871619887355285,0.8112584901263908,-0.0019219137987253495,0.9879246989910461,0.998581636304062,loco,
all,GBM_LOC,77770,7797,0.2724555547012253,0.07795131600799118,0.0001902346283117473,0.012444587343845306,0.09020566872352474,0.004975691336542269,0.7852322712261242,0.0022416113439572634,1.0049668633601625,1.0017472809035528,loco,
all,GBM_GEO,77770,7797,0.2573388364931416,0.07358461113093072,0.00016696737703715547,0.01678802496963118,0.09020566872352474,0.004413667039589615,0.8149399427285279,0.0005450162775920544,0.9924503329948816,1.0003986146304984,loco,
all,statsbomb_xg,77770,7797,0.259054810487369,0.0736372153349737,0.0002812951578461814,0.01684974854639723,0.09020566872352474,0.009146694050537233,0.8106821891272703,0.043692276394474185,1.0332400263260049,1.0330359806278941,loco,
all,GLM_LOC,77770,7797,0.274585629730541,0.0783643345608154,0.00022273104294801005,0.012064065205657351,0.09020566872352474,0.005877217367377126,0.7805816985994749,-0.0005641393417022575,0.9918142384176338,0.9995602449563015,within,
all,GLM_GEO,77770,7797,0.2593920104699549,0.07411064436782064,0.00017793197264631688,0.01627295632835042,0.09020566872352474,0.0044295374656412225,0.8114952915540459,-0.000744142183415897,0.9874586205418903,0.999450988329138,within,
all,GBM_LOC,77770,7797,0.2724202116531437,0.07797086806606732,0.00020473464750697667,0.012439535304964403,0.09020566872352474,0.0050778755776805596,0.7856277195659418,-0.0003845636119857612,1.013577483151117,0.9996996536286586,within,
all,GBM_GEO,77770,7797,0.2573412730432314,0.0735762606675587,0.00017631130853063004,0.01680571936449668,0.09020566872352474,0.004918895001348801,0.8148363024671743,0.0022336855828659643,0.9945173280385562,1.0016371377519708,within,
all,statsbomb_xg,77770,7797,0.259054810487369,0.0736372153349737,0.0002812951578461814,0.01684974854639723,0.09020566872352474,0.009146694050537231,0.8106821891272703,0.0436922763943186,1.0332400263260049,1.0330359806278941,within,
men_club,GLM_LOC,38613,3751,0.265128167529124,0.07545258623901817,0.00037475817322073224,0.012628771329107114,0.08770659939490455,0.008517668217960643,0.7894262063648574,0.06188275597182984,1.049533366612224,1.0500207983163248,within,
men_club,GLM_GEO,38613,3751,0.25024292359106814,0.07124904156583702,0.0002827272048859103,0.016740285033953445,0.08770659939490455,0.005887737705825972,0.8189690023723197,-0.02230896287231699,1.0217538550240954,0.9836289856044059,within,
men_club,GBM_LOC,38613,3751,0.26402935873285793,0.07521957135925823,0.00034338935464811593,0.012830417390294432,0.08770659939490455,0.007716527721907829,0.7920847825927696,0.06254481804398039,1.0514103742349512,1.050530657391479,within,
men_club,GBM_GEO,38613,3751,0.2486262312341854,0.07077813371487267,0.00027795177505089697,0.01720641745508278,0.08770659939490455,0.005878067387165074,0.8214990067628649,-0.015325477983983773,1.0105621486674057,0.9888608250591643,within,
