design,split,model,n,goals,logloss,brier,MCB,DSC,UNC,ICI,auc,cal_int,cal_slope,obs_exp
loco_sub,UEFA Euro 2024,statsbomb_xg,1257,98,0.23215455389635498,0.06377053032806525,0.0019824918950430565,0.010097073990706418,0.07188511242372861,0.014870763751043013,0.7820473314433624,-0.14258510716089776,0.9605215031140741,0.8930887917657842
loco_sub,UEFA Women's Euro 2022,GLM_LOC,861,82,0.2708187446603981,0.07789303841434149,0.0035996346169022975,0.011874396656075564,0.08616780045351476,0.026143163972644642,0.7825385891856351,-0.17550015044769693,0.9996908649486191,0.8706889801867765
loco_sub,UEFA Women's Euro 2022,GLM_GEO,861,82,0.24474252158366291,0.07001457922627022,0.0038194601308346315,0.01997268135807917,0.08616780045351476,0.019540181036085645,0.8276558439525346,-0.03217295825108661,1.0752277276495084,0.97628574191251
loco_sub,UEFA Women's Euro 2022,GBM_LOC,861,82,0.26466411934646933,0.076707577705653,0.003313920334820447,0.01277414308268221,0.08616780045351476,0.02809937007751604,0.7996415041172236,-0.16002322380133868,1.0296910870437108,0.8824189707998172
loco_sub,UEFA Women's Euro 2022,GBM_GEO,861,82,0.23826912142119508,0.06868445986954212,0.004943381430433796,0.02242672201440643,0.08616780045351476,0.03222969420541213,0.8465668931400483,-0.03657612673207118,1.1289055117821587,0.9732615720848555
loco_sub,UEFA Women's Euro 2022,statsbomb_xg,861,82,0.2442275166232567,0.0700706570685357,0.0035887175827126194,0.019685860967691676,0.08616780045351476,0.028636899296375515,0.8379880397006794,-0.051841057143112795,1.1561842820944106,0.9616387786652024
loco_sub,UEFA Women's Euro 2025,GLM_LOC,851,95,0.3070056237741556,0.08943384234332015,0.003404521218705714,0.013142041521943634,0.09917136264655807,0.01929165765036385,0.7515316067947647,-0.0004322087135006668,0.9143467242315214,0.9996625059244071
loco_sub,UEFA Women's Euro 2025,GLM_GEO,851,95,0.2938679650565917,0.08469936201439536,0.00251951466184068,0.01699151529400339,0.09917136264655807,0.021522386182961314,0.7785157337788917,0.14664162516210932,0.9055398133460476,1.115553293733002
loco_sub,UEFA Women's Euro 2025,GBM_LOC,851,95,0.3006759491924206,0.08767822864579913,0.002103086047028066,0.013596220047787003,0.09917136264655807,0.016152235450134982,0.7643135616819826,-0.01266310239182742,1.0094931804853275,0.9900977881201929
loco_sub,UEFA Women's Euro 2025,GBM_GEO,851,95,0.2881062180384467,0.08330952072570869,0.0031865328960582334,0.019048374816907618,0.09917136264655807,0.023279221605597915,0.7915761626287942,0.125393021350789,0.9630235687990446,1.0976911561941196
loco_sub,UEFA Women's Euro 2025,statsbomb_xg,851,95,0.28777913647964903,0.08335028472527883,0.003788519031862947,0.019609596953142183,0.09917136264655807,0.022881897226402517,0.7914508493455862,0.17825590969082888,1.060309670622778,1.1457973509908521
loco_sub,Women's World Cup 2019,GLM_LOC,1243,117,0.24924484365607935,0.07126143293407634,0.0026865106846221676,0.01669227639602565,0.08526719864547982,0.02124946740028421,0.8181445552671132,-0.2012105000089862,1.0873549053615779,0.8588213336541313
loco_sub,Women's World Cup 2019,GLM_GEO,1243,117,0.22851402590068517,0.06499374053182674,0.0018040763142962019,0.022077534427949283,0.08526719864547982,0.013017957430373579,0.8484310242747188,-0.020281767805590996,1.1164498595233916,0.9854794881979556
loco_sub,Women's World Cup 2019,GBM_LOC,1243,117,0.25101492926574986,0.07167019057696791,0.0026239307433626874,0.0162209388118746,0.08526719864547982,0.020708249643889908,0.8135826084316314,-0.18923591167122172,1.043306893830237,0.8667606506218778
loco_sub,Women's World Cup 2019,GBM_GEO,1243,117,0.22803479696973414,0.06437364934653625,0.0031319414348530625,0.024025490733796638,0.08526719864547982,0.023377053086043598,0.8494861168040564,-0.044621762481938276,1.1596103510743059,0.9680562637339941
loco_sub,Women's World Cup 2019,statsbomb_xg,1243,117,0.23899145113395062,0.06809505138502722,0.0025464266840462407,0.019718573944498843,0.08526719864547982,0.020795251941649863,0.8364682485464012,0.017195136969977275,1.2125222837679022,1.0132111980011687
loco_sub,Women's World Cup 2023,GLM_LOC,1566,134,0.2528811865605018,0.06971035701326558,0.002201013372883573,0.010737044730637552,0.07824638837101956,0.01977284160220088,0.7649879096139415,-0.21859273618309755,0.9680969583204638,0.8400096642861123
loco_sub,Women's World Cup 2023,GLM_GEO,1566,134,0.23069288664016405,0.06404660588479047,0.001841163635163054,0.016040946121392147,0.07824638837101956,0.014435112322340798,0.8134328358208955,-0.09186916018409727,1.041615062785669,0.932629103113797
loco_sub,Women's World Cup 2023,GBM_LOC,1566,134,0.2527310171180426,0.0693118106859223,0.0029717250456998134,0.01190630273079707,0.07824638837101956,0.026502244045645877,0.7615953055949303,-0.23693048872284092,0.9869741878289402,0.827085306897453
loco_sub,Women's World Cup 2023,GBM_GEO,1566,134,0.22984283676066744,0.06332124903385526,0.002288886274022718,0.01721402561118702,0.07824638837101956,0.01739295781157459,0.813860168431585,-0.11021454972935645,1.0832984195747262,0.9190361806521404
loco_sub,Women's World Cup 2023,statsbomb_xg,1566,134,0.23388177088946827,0.06347261374818644,0.0019801721102543496,0.01675394673308747,0.07824638837101956,0.016638763555869365,0.7985335195530727,-0.08531953320142158,1.07226488403111,0.9363553153730876
within,fold0,GLM_LOC,15744,1561,0.2744373735989991,0.07829442575321018,0.0006076216261381995,0.01163157716232878,0.08931838128940076,0.010021314403454473,0.7766381087191797,-0.010106410901990028,0.9835922171031001,0.9921011664114692
within,fold0,GLM_GEO,15744,1561,0.26080283833967943,0.07437749723494404,0.0005180905833782057,0.015458974637834924,0.08931838128940076,0.007053441437322236,0.8060983132399079,-0.022224369693543015,0.956938335602099,0.9837101673402
within,fold0,GBM_LOC,15744,1561,0.2734166599470632,0.07822150312337003,0.0004953278218646218,0.011592205987895343,0.08931838128940076,0.008184056455283311,0.7798730043903559,-0.017638648783981227,0.9796330753740332,0.9863020702403039
within,fold0,GBM_GEO,15744,1561,0.2597482350354577,0.07420885112861658,0.0005957113334854464,0.01570524149426962,0.08931838128940076,0.009669209231953826,0.8076791864447078,-0.026660912991172795,0.9377131379568743,0.980777638840071
within,fold0,statsbomb_xg,15744,1561,0.2605644839117245,0.07395947015613186,0.0005947904555279326,0.01595370158879683,0.08931838128940076,0.011144902921295729,0.8049920859228977,0.0345207847632058,1.0076102010091614,1.0261500588553167
within,fold1,GLM_LOC,15525,1563,0.27083960320561234,0.07754865964365253,0.000543641948244869,0.013535587686281547,0.0905406053816892,0.009745165989719173,0.7948036086982462,0.0004563224817516944,1.0619086890044118,0.999717174824529
within,fold1,GLM_GEO,15525,1563,0.25604599848782517,0.07375125345737153,0.0006163859666024479,0.01740573789092012,0.0905406053816892,0.01139177268848443,0.82459794215228,-0.004182059509546324,1.0242892528187106,0.9969332795685686
within,fold1,GBM_LOC,15525,1563,0.26727187296591765,0.07690125852050231,0.000644039558053755,0.014283386419240651,0.0905406053816892,0.009622122055729803,0.8013931058462954,0.00720487633490092,1.087865823529797,1.0056358839087645
within,fold1,GBM_GEO,15525,1563,0.2545285807667838,0.07342184504289076,0.0005931019356481965,0.01771186227444664,0.0905406053816892,0.009549463185767718,0.8258689635875752,0.004625391110071787,1.0244185957202383,1.0033764800131337
within,fold1,statsbomb_xg,15525,1563,0.2548066154889399,0.07315304858713767,0.0008908919311959862,0.01827844872574752,0.0905406053816892,0.015743914636287652,0.8264429555296924,0.04287653787256426,1.082459180331131,1.0323330109104356
within,fold2,GLM_LOC,15759,1532,0.2689234414854192,0.07633519050680208,0.000512162429678803,0.01194064394152236,0.08776367201864564,0.008408439773797153,0.7799494892677311,-0.03949565255508376,0.996730683762883,0.9695409962466089
within,fold2,GLM_GEO,15759,1532,0.2522370583222297,0.0718012400779556,0.0005890127798949679,0.016551444720585007,0.08776367201864564,0.008256352788065068,0.8148046565378484,-0.02396689165300902,1.020132271137522,0.9822929588516524
within,fold2,GBM_LOC,15759,1532,0.2668747491503582,0.07596727197957989,0.0005216715039555175,0.012318071543021267,0.08776367201864564,0.007963539270055003,0.7853398027249698,-0.043091215400319266,0.997539295549978,0.966981787873093
within,fold2,GBM_GEO,15759,1532,0.24952664656412196,0.07097895629622289,0.00057369594502725,0.017358411667450002,0.08776367201864564,0.008105617713647165,0.8198955540168265,-0.02317169818552786,1.006981690513962,0.9831612849416076
within,fold2,statsbomb_xg,15759,1532,0.2534182883009539,0.07168767312112678,0.000545909586331661,0.01662190848385052,0.08776367201864564,0.008926152165098226,0.8114094784656322,0.010351982964890203,1.0336616255525903,1.0077548350122676
within,fold3,GLM_LOC,15406,1572,0.27874130758345494,0.07966328536234374,0.0005849464612849298,0.01254804053278738,0.09162637943384619,0.008917823284226514,0.7780895825493188,0.042025329923256936,0.9576427476348401,1.0330192976465005
within,fold3,GLM_GEO,15406,1572,0.2632753708481127,0.07517119486214396,0.0005781591244724271,0.017033343696174652,0.09162637943384619,0.010151763361524556,0.808107748693064,0.04125576629491403,0.9680350561006327,1.0307489359137303
within,fold3,GBM_LOC,15406,1572,0.27701156989231923,0.07928095667527427,0.0004987095944365971,0.01284413235300852,0.09162637943384619,0.008526915517876871,0.781648456378999,0.04211626134675025,0.9793221887685316,1.0332425115894304
within,fold3,GBM_GEO,15406,1572,0.2616016791358955,0.07490002182836249,0.0006197245330326756,0.017346082138516378,0.09162637943384619,0.008841528096593785,0.8114957487563369,0.04572720631109937,0.9807509540817907,1.0340211762181786
within,fold3,statsbomb_xg,15406,1572,0.26317166084474297,0.07478355136238925,0.0006821713529747975,0.01752499942443174,0.09162637943384619,0.010352786191734846,0.8065559058866288,0.07954824152758339,1.0231601521928955,1.060878444772968
within,fold4,GLM_LOC,15336,1569,0.2801737399214248,0.08004206294205828,0.0004493220043322449,0.012248566207877537,0.09184130714560357,0.006819876981301756,0.7740399574582406,0.006023228052543531,0.9655445865136189,1.004688612035608
within,fold4,GLM_GEO,15336,1569,0.2646730609152896,0.07544489271872495,0.0006045889343744698,0.017001003361253084,0.09184130714560357,0.009014727864350277,0.8039668019464249,0.009388178945037042,0.9695353817557383,1.0069330209583658
within,fold4,GBM_LOC,15336,1569,0.27769514349510854,0.07953914763480995,0.0006330971370627214,0.012935256647856344,0.09184130714560357,0.009760274824268918,0.7804501559992598,0.010029513551911258,1.0306184696926284,1.0079094701927378
within,fold4,GBM_GEO,15336,1569,0.26180432737508,0.07460508628945536,0.0006759569869388832,0.017912177843087088,0.09184130714560357,0.010023602688122584,0.8098532607440141,0.0130697391123269,1.046790358634608,1.0098093469144414
within,fold4,statsbomb_xg,15336,1569,0.2634618713564072,0.0746482672236989,0.0005812545770970262,0.017774294499001697,0.09184130714560357,0.008761969283473033,0.8041001326686982,0.051427879706084624,1.0212378532936723,1.0388062197077175
